,name,poster_link,director,description
0, 스티브 잡스: 더 로스트 인터뷰,https://www.kobis.or.kr/common/mast/movie/2013/07/c10a620d09434db6856c75e3a13c2ced.jpg,['폴 센'],"1995년, IT 전문 언론인이자 TV 프로그램 진행자인 크링글리는 PC의 탄생에 관한 TV 시리즈 '괴짜들의 승리'를 만들며 스티브 잡스를 장시간 인터뷰했다. 당시 잡스는 자신이 영입했던 애플 CEO 존 스컬리와의 경영 분쟁관계로 애플을 10년 전에 떠나 있었고 컴퓨터 회사 '넥스트'를 운영하고 있었다. 인터뷰 내내 잡스는 위트 있고 직설적인 태도를 보였으며 당시에 이미 디지털 미래를 예견하며 자신이 그 꿈을 이루리라 확신했다. 하지만 인터뷰는 일부분만 프로그램에 사용되었고 나머지는 분실됐으나 최근 그 시리즈를 제작한 감독의 차고에서 VHS 복사본이 발견되었다. 그 안에는 스티브 잡스의 카리스마 넘치는 인터뷰 내용들이 들어있었고 테이프는 현대 기술로 다듬어져 미국 전역의 극장에서 절찬리에 상영되었다. 인터뷰에서 그는 스티브 워즈니악과 함께 '블루 박스'를 개발해 교황에게 장난전화 했던 초창기 시절을 언급하며 둘이 어떻게 애플 컴퓨터를 처음 조립했으며 어떻게 애플사를 설립하게 됐는지 그 배경을 들려준다.  '전 23세에 백만 달러를, 24세에 천만 달러를, 25세에 1억 달러 이상을 벌었지만 돈은 중요한 게 아니었습니다'그는 제록스 사 방문이 세계 최초의 현대적 PC, 매킨토시 개발에 어떤 영감을 줬는지 언급하며 '신이 애플을 구하라고 내린 임무'란 생각이 들었다고 한다. 또 애플에서 강제로 쫓겨나게 된 일을 솔직하고 담담히 들려주며 넥스트에서 어떤 사업을 펼치고 있는지 설명한다 (이후에 넥스트는 애플에 인수되고 그 소프트웨어는 아이맥의 핵심 운영 시스템이 된다).마지막으로는 확신에 찬 어조로 예술가와 시인이 만드는 멋진 제품들의 세계, 디지털 미래에 대한 자신의 비전을 제시한다. 이 인터뷰는 오늘날의 아이맥, 아이팟, 아이폰, 아이패드가 있게 한 스티브 잡스의 뜨거운 정열을 보여준다. 인터뷰해서 말하듯 그는 모든 사람들이 더 나은 것들로 인해 성장할 수 있도록 최고를 취해 널리 퍼뜨렸다."
1, 내셔널 갤러리,https://www.kobis.or.kr/common/mast/movie/2016/08/2305e444332141ca88fc67960ba18ceb.jpg,['프레더릭 와이즈먼'],"2,400점이 넘는 회화작품을 보유한 영국의 국립 미술관. 상설전과 다양한 특별전이 매년 열리는 이 역사적 공간 뒤에는 시간을 뛰어넘어 살아남은 예술작품들을 정성스럽게 복원하고, 이를 방문자들에게 친절하게 설명하고, 이 모든 행동과 경험들을 지속하기 위해 경영에 힘쓰는 다양한 사람들의 고민과 땀이 숨어 있다. 공간을 매개로 인간의 행위와 감정 양태들을 역동적인 풍경화로 포착하는 거장 프레데릭 와이즈먼은 전작에서처럼 국립 미술관을 구성하는 다양한 존재들을 세밀하게 관찰한다. 그림을 보존하고, 복원하고, 교육하며, 향유하는 모든 사람들은 각기 다른 방식으로 미술관을 메우고 있는 예술작품과 더불어 미술관이라는 공간 그 자체를 경험한다. 미술관 행정이라는 현실, 그리고 수많은 의미와 상징으로 가득한 고전 회화의 신화적 세계를 유연하게 넘나드는 와이즈먼의 카메라는 미술관이라는 물리적 공간을 넘어 물질과 비물질, 흔적과 기억이 공존하는 또 다른 차원으로 우리를 안내한다. (제19회 부산국제영화제)"
2, 벤딩 디 아크: 세상을 바꾸는 힘,https://www.kobis.or.kr/common/mast/movie/2017/10/8d6fe16454744be89e04e8d3c7631480.jpg,"['키프 데이비슨', '페드로 코스']","​“영웅 같은 일을 하는 거라고 생각한 적 없어요.”아웃사이더 세 청년의 도전, 세상을 바꾼 기적이 되다!​하버드의 열정 넘치는 의대생 폴 파머. 그는 봉사활동을 위해 떠난 아이티의 작은 마을 ‘캉주’에서결핵으로 고통 받으며 죽어가는 사람들의 참혹한 현실에 충격을 받고, 가난한 나라의 소외된 사람들에게도 건강하고 행복할 권리가 주어져야 한다는 신념 하나로 그들 곁에서 치료를 시작한다. 어느 날, 폴 파머는 의료단 봉사 활동에서 자신과 같은 생각을 가진 의대생 김용과 사회운동가 오필리아 달을 만나고 이들은 아이티 ‘캉주’부터 페루, 우간다, 르완다 등 전 세계의 치료 받지 못하는 사람들을 위해 힘을 합치기로 한다. 하지만 이들의 끈질긴 노력에도 불구하고, 현실은 냉혹하기만 한데…"
3, 피델리오,https://www.kobis.or.kr/common/mast/movie/2021/04/36dd0582cec9421ba6fe3c4b924b780d.jpg,"['데보라 워너', '다니엘 바렌보임']","베토벤의 유일한 오페라이자 자유, 사랑, 인류애에 바치는 거장의 음악적 찬사.평생을 베토벤 음악에 바친 거장 다니엘 바렌보임의 음악적 절정을 여김 없이 보여주는 스릴과 감동 넘치는 지휘, 영국 출신 여성 감독 데보라 워너의 창의적이고 세련된 연출, 그리고 한국이 낳은 세계적인 베이스 연광철을 비롯한 세계 정상 성악가들의 캐스팅을 통해 거장의 숨결을 느낄 수 있는 감동과 전율의 무대. 밀라노 라 스칼라 극장 2014-2015 시즌 개막 공연 실황정치범으로 형무소에 억울하게 갇힌 플로레스탄을 구하기 위해 그의 아내 레오노레는 남장을 하고 '피델리오'라는 가명으로 간수장 로코의 조수로 일하며 기회를 엿본다. 장관이 불시에 형무소를 방문하여 무고한 죄수들을 석방시킬 것이라는 소식을 미리 입수한 형무소장 돈 피차로는 개인적인 복수를 위해 지하 감옥에 암암리에 감금한 자신의 정적 플로레스탄을 살해하려 하고, '피델리오'는 간수장 로코에게 간청하여 남편을 구하기 위해 지하감옥으로 잠입한다..."
4, 키드,https://www.kobis.or.kr/common/mast/movie/2011/12/fe6f6e3055894d1ba48d52406f1ab2a9.jpg,['존 터틀타웁'],"마흔살의 '러스'와 여덟살의 '러스'가 32년의 시공을 뛰어넘어 한자리에서 만났다! 러스는 며칠 있으면 40살이 된다. 그는 정치인이나 유명인의 이미지를 관리해주는 이미지 컨설턴트로서 꽤 성공한 인물이다. 이혼한 뒤 혼자 사는 그에게 어느 날, 여덟 살 난 꼬마가 불쑥 나타났다가 사라진다. 예민한 성격 때문에 신경쇠약에 걸려 있는 러스는 마치 유령이나 환영이라도 본 것처럼 정신병원을 찾아가서 야단법석을 떤다. 며칠 뒤, 꼬마가 다시 나타난다. 이번엔 러스의 거실에서 팝콘을 먹으면서 버젓이 TV를 보고 있는 것이 아닌가! 놀랍게도 러스티란 이름의 그 꼬마는 바로 러스 자신 이었다. 즉, 마흔 살의 러스가 여덟 살의 러스와 만난 것이다. 말투나 버릇, 몸에 생긴 흉터까지 똑같다는 것을 발견한 러스와 러스티는 놀라서 어찌할 바를 모른다. 러스티는 러스가 지워버리고 싶었던 어린시절의 기억을 쉴 사이 없이 되살려주는 개구장이 꼬마다. 러스티 자신도 속물로 변해버린 32년 뒤의 자신을 만나고는 실망과 비탄에 빠진다. 러스티는 러스의 매력적인 외모나 어엿한 재산, 그럴싸하게 이룩해놓은 성공이 전혀 마음에 들지 않는다. 러스와 함께 일하는 에이미는 러스티가 찾아온 이유가 틀림없이 있을 테니 여덟 살 시절의 옛 기억을 잘 떠올려보라고 조언한다. 러스티와 러스는 각각 여덟 번째 생일과 마흔 살 생일을 며칠 앞둔 어느 날, 과거의 추억을 찾기 위한 여행을 떠난다."
5, 십이야,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/15/mov_20010109_32702.jpg,['린 아이훠'],"마술같은 밤, 사랑의 묘약을 마신 두 남녀가 있었다... 성탄절의 밤, 친구들과 함께 파티를 즐기던 지니는 신점을 보는 친구에게서 불행한 점괘를 받는다. 지니와 그녀의 애인 조니 중 한 사람이 거짓말을 하고 있고 둘은 맺어지지 않는다는 것이다. 그리고 때마침, 다른 친구에게서 조니가 여자와 함께 있는 걸 봤다는 얘기를 듣는다. 파티가 끝난 후 우울한 마음으로 혼자 택시에 오르는 지니를 위해 친구는 자신의 남자 친구 알란에게 그녀를 집에 바래다주라고 한다. 택시 안, 백미러에 비친 알란과 자신의 모습을 지켜보던 지니는 알수 없는 흥분에 휩싸이고, 조니를 불러 이별을 고한다.이별의 밤을 함께 보내며 지니를 위로해주던 알란은 그녀와 사랑에 빠지고... 이 만남을 운명적 만남이라 믿는다. 마술같은 밤, 사랑의 묘악을 마신 지니와 알란에게 남은 열번의 밤엔 어떤 일들이 기다리고 있을까?"
6, 슈팅 라이크 베컴,,['거린다 차다'],"동네 공원에서 활약하는 자칭 멀티플레이어 축구선수, 제스의 꿈은 야무지기만 하다. 최고의 오른발 슈터 데이빗 베컴처럼 멋진 프리킥을 날리는 프로축구선수가 되는 것... 세상에서 축구와 베컴처럼 제스를 사로잡는 목표는 없다. 게다가 그는 너무 잘생겼잖아~? 그렇다면...? 그렇다. 제스 밤라는 꿈많은 축구소년이 아니라 축구소녀... 게다가 그녀는 정통 인도계 영국 소녀. 축구를 결사반대하는 엄마, 아빠 몰래 오늘도 제스는 벌거벗은 사내녀석들과 어울려 볼을 찬다. 그런 그녀가 우연히 정식 여자축구단 해리어팀 소속 선수 줄스의 눈에 띈 것은 정말 행운. 등번호 7의 BECKHAM 티를 입고 비상한 프리킥 솜씨를 발휘하는 제스에게 반한 줄스는 팀에서 함께 뛸 것을 제안한다. 드디어 동네 리그에서 탈출한 제스. 매력적인 코치 조로부터 정식 코스를 밟기 시작한다. 그러나 몰래 하는 축구가 결국 들통나는 바람에 결혼을 코앞에 둔 언니 핑키가 파혼당하는 사건이 벌어지고 마는데... 제스 앞에 놓인 첩첩산중같은 장벽들... 과연 제스는 높은 장벽을 넘어 시원통쾌한 베컴슛을 성공시킬 수 있을까?"
7, 비밀투표,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/73/mov_20020288_37347.jpg,['바박 파야미'],"황량한 사막, 그 가운데 군용침대, 보초를 서는 군인. 한없이 지루하고 무료한 그곳에 날이 밝아올 무렵 하늘로부터 한 상자가 뚝 떨어진다. 이 상자는 투표용 상자. 투표상자의 깜짝 출연에 이어 도시로부터 투표를 받기위해 온 선거요원 여자의 우아한 사막입성. 이제, 밀수꾼 잡기밖에 모르는 곰 같은 남자와 뚝부려진 말로 사람들 설득하는데 일가견이 있는 발랄 도시녀의 탈 많은 투표여행이 시작된다. 과연 이들은 100% 투표율 달성에 성공할까? 투표여행은 처음"
8, 헤드 오버 힐스,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/69/mov_20010468_37064.jpg,['마크 S. 워터스'],"미술품 복원가인 아만다(모니카 포터)는 애인의 바람 피는 현장을 목격하고 헤어진 후 남자에게 혐오감을 느끼고 여자 룸메이트가 있는 저렴한 월셋방을 찾아 나선다. 그러던 중, 평소 시세보다 엄청나게 싼 집을 광고에서 보고 찾아가게 되는데 그 집은 맙소사! 4명의 늘씬하고 시원시원한 슈퍼 모델이 살고 있는 드라마에서나 보던 최고급 아파트였던 것이다. 모델들의 간단한 오디션(?)을 통과한 아만다는 모델들과의 설레는 동거를 시작하게 되고, 그 집에 오게 된 첫날 로비에서 매력적인 남자 짐(프레디 프린츠 주니어)이 자신의 옆집에 살고 있다는 가슴 설레는 현실까지 덤으로 얻게 된다. 평범하고 소심한 성격의 아만다는 룸메이트들의 개방적이고 톡톡 튀는 생활에 부러움과 거부감을 동시에 느끼던 중 짐의 이상형에 대한 정보를 얻게 되고 그가 좋아한다는 모델 스타일로 변신 한 후 그와의 꿈같은 시간을 그리지만 항상 짐의 앞에만 서면 실수를 하게 된다. 그러던 어느날, 아만다는 우연히 창문을 통해 짐의 범죄 현장을 목격하게 되고, 자신과 짐을 맺어 주기 위해 도움을 주던 4명의 룸메이트들과 함께 맨하탄 거리를 헤매며 사건의 진실을 파헤치려 하는데..."
9, 러브 러브 프라하,https://www.kobis.or.kr/upload/up_img/cleansing/00/mov_20060300_1.gif,['필립 렌치'],20대 초반의 미모의 여성 로라는 지하철로 출근하는 길에 광고판에 새겨진 열정적인 러브 레터와 올리버라는 서명을 발견한다. 이어서 영화는 과거로 돌아가 광고맨 올리버와 로라가 슬로바키아의 한 스키장에서 만났던 일을 회상한다.
10, 향수-어느 살인자의 이야기,,['톰 튀크베어'],"18세기 프랑스, 악취나는 생선 시장에서 태어나자마자 고아가 된 천재적인 후각의 소유자 장 바티스트 그르누이(벤 위쇼). 난생 처음 파리를 방문한 날, 그르누이는 지금껏 경험하지 못했던 ‘여인’의 매혹적인 향기에 끌린다. 그 향기를 소유하고 싶은 강렬한 욕망에 사로잡힌 그는 한물간 향수제조사 주세페 발디니(더스틴 호프만)를 만나 향수 제조 방법을 배워나가기 시작하는데… 여인의 ‘향기’를 소유하고 싶은 욕망이 더욱 간절해진 그르누이는 마침내 파리를 떠나 ‘향수의 낙원’이라고 불리는 그라스(프랑스 남동부 지역)에서 본격적으로 향수를 만드는 기술을 배우기 시작한다. 한편 그라스에서는 아름다운 여인들이 머리카락을 모두 잘린 채 나체의 시신으로 발견되는 의문의 살인 사건들이 연이어 발생하는데…."
11, 더 펫,https://www.kobis.or.kr/common/mast/movie/2012/02/b3e756206f62410da43bcf4ec33e2cf0.jpg,['D. 스티븐스'],"경제적으로 심한 고통을 받던 젊고 아름다운 메리. 그녀는 어느 날 백만장자인 귀족인 필립으로부터 그의 애완인이 되어달라는 충격적인 제안을 받는다. 경제적인 어려움으로 정신적으로도 피폐해진 그녀는 돈과 권력을 가지고 있는 그에게 보호 받고 싶은 욕망을 느끼게 된다. 마침내, 그녀를 자신의 충직하고 헌신적인 애완인으로 만들고 싶어하는 그 남자의 욕망은 그들을 전혀 새로운 관계로 이끌게 된다. 그녀는 금전적 보상에 동의하고 그 백만장자의 애완인이 되어 6개월 동안 동물 우리와 같은 철장에서 철저히 애완인이 되어 지내기로 결심한다. 서로의 계약에 의해 그녀는 사람이길 포기하고 마치 애완견처럼 진짜 사람의 옷을 입을 수도 없고 동물처럼 네 발로 기어 다녀야 한다. 그는 새로운 애완인이 된 그녀를 사람들에게 과시하고 싶어하고 그녀를 GSM라는 인간 노예 시장에 전시하게 되기에 이르는데……"
12," 10,000BC(10,000B.C.)",,['롤랜드 에머리히'],"인간과 동물 모두 야생의 본성이 살아 있고 거대한 맘모스가 지축을 흔들며 땅 위에서 공존했던 시대. 산에 사는 작은 부족의 젊은 청년 들레이(스티븐 스트레이트)는 아름다운 에볼렛(카밀라 벨)을 사랑한다. 하지만 낯선 전사들이 부족을 급습하고 에볼렛을 납치해가자 들레이는 살아남은 부족들과 함께 그녀를 구출하기 위해 세상 끝으로의 힘든 여정을 시작한다. 미지의 세상에 발을 들여놓은 들레이와 부족민들은 그곳에 문명이 태동하고 있고, 자신들은 알지 못했던 세상이 존재한다는 사실을 깨닫는다. 노예 사냥꾼들에게 가족, 형제자매를 빼앗긴 부족의 전사들은 들레이와 함께 싸울 것을 맹세한다. 여정의 끝, 그들은 피라미드가 하늘 높이 솟아있는 미지의 땅에서 사악하지만 강력한 제국과 부족의 미래를 놓고 운영을 건 대혈투를 벌인다. 그들의 형제자매들을 노예로 삼은 신을 상대로 과연 승리할 수 있을 것인가…"
13, 카운터페이터,https://www.kobis.or.kr/upload/up_img/cleansing/75/mov_20080875_3.jpg,['스테판 루조위츠키'],"독일에서 '위조의 제왕'으로 명성을 떨치며 화려한 삶을 살던 살로몬 소로비치는 경찰에 체포된 후 유태인이라는 이유로 아우슈비츠 강제수용소로 끌려가게 된다. 타고난 그림 실력과 예술적 재능으로 나치 친위대 간부들의 초상화 등을 그려주며 다른 수용자들보다 나은 생활을 누리던 소로비치는 수용자 중에 전직 인쇄 기술자, 은행 직원들과 함께 나치의 대규모 위폐 생산과 공문서 위조 작전인 '베른하트 작전'에 투입된다. 실패하면 죽음 뿐인 작전에서 탱고 선율이 흐르는 작업 환경과 탁구대 등 다른 수용자와는 비교할 수 없는 혜택이 이들에게 주어지지만, 영국 파운드에 이어 미국 달러까지 완벽한 위조를 눈앞에 둔 이들은 삶과 영혼의 양심이라는 선택 속에서 갈등하기 시작 하는데…"
14, 꽃보다 남자,https://www.kobis.or.kr/upload/up_img/cleansing/72/mov_20081172_3.jpg,['이시이 야스하루'],F4의 리더이자 까칠한 ‘츠카사’의 마음을 단번에 사로잡은 명랑쾌활 잡초소녀 ‘츠쿠시’는 주변의 수많은 역경을 이겨내고 마침내 ‘츠카사’의 프로포즈를 받게 된다. 그로부터 4년 후… 안하무인 성격 그대로 전세계 미디어를 통해 깜짝 결혼발표를 해버린 ‘츠카사’. 방송을 통해 자신의 약혼 소식을 듣게 된 신데렐라 ‘츠쿠시’. 결혼선물로 츠카사 집안 대대로 내려오는 가보인 300억 원짜리 티아라 ‘비너스의 미소’를 선물로 받게 되지만 갑자기 호텔에 침입한 괴한에 의해 도둑맞고 마는데..
