,name,poster_link,director,description
0, 서스펙트 제로,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/91/mov_20050050_38789.jpg,['E. 엘리아스 메리지'],"FBI요원 토마스는(아론 에카트)는 연쇄살인범 체포 도중 무단행동으로 강등되어 뉴 멕시코의 조그만 관광휴양지 앨버커키 지부로 전출당한다. 첫날부터 세일즈맨 해롤드 스펙의 살인사건을 맡게된 맥켈웨이는 버려진 차 안에서 엽기적인 시체를 발견하고 두 시체의 연관성을 찾던 중 자신이 쫓던 연쇄살인범이 살해됐다는 소식을 접하게 된다. 언뜻 무관해 보이는 세 건의 살인사건이 어쩌면 연관되어 있는지도 모른다는 직감을 가진 토마스는 시체마다 새겨진 '제로' 표식을 통해 세 사람의 희생자가 사실은 연쇄살인범이었다는 사실을 밝혀낸다. 연쇄살인마만 골라 살해하는 연쇄살인범을 잡기 위한 수사가 확대될 즈음, 범인으로 의심받는 전직 FBI 특수요원 벤자민(벤 킹슬리)으로부터 실종된 사람들에 대한 팩스가 쏟아지기 시작하는데..."
1, 무서운 영화 3,https://www.kobis.or.kr/upload/up_img/2011/04/mov_GIFC3H_20110419162755_1.jpg,['데이비드 주커'],"여기저기 기사감을 찾아 떠도는 리포터 신디 켐벨는 오늘도 충격적인 뉴스에 목말라 있다. 그녀는 전세계를 공포에 떨게 할 만한 다양한 사실들을 접하게 되는데, 우주인의 습격, 킬러 비디오테이프, 옥수수 밭의 이상한 원형 싸인, '더 원'에 대한 예언, 야심찬 백인 랩퍼, 마이클 잭슨과의 논쟁 등이 그것이다. 그녀는 다양한 음모이론 및 그녀 주위를 따르는 이상한 사람들에 맞서, 지구 정복을 꿈꾸는 세력을 저지해야 하는데."
2, 헐리우드 엔딩,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/63/mov_20050230_36560.jpg,['우디 알렌'],"한 때 헐리우드 최고의 인기를 누리며 아카데미 상을 2번이나 수상했던 왕년의 대박감독 '발 왁스만'. 화려한 날은 가고, '다시 영화를 찍고 싶다' '맡겨만 주면 정말 잘 할 수 있다'는 얘기만 해온 지 벌써 10년째다. 별볼일 없는 CF나 찍으며 근근히 살아가던 어느날, 그가 간절히 원하던 컴백의 찬스가 주어진다. 읽는 순간 그림이 딱 나오는 최고의 시나리오에 6천만불짜리 초대박 프로젝트  잠들지 않는 도시 . 문제는 이 영화의 제작자가 바로 아내를 훔쳐간 도둑놈 '할 예거'이고, 뜬눈으로 도둑맞은 아내 '엘리'가 하늘같은 프로듀서라는 사실! 게다가 이 달콤한 제안이 모두의 반대를 뿌리친 '엘리'의 강력추천으로 이루어졌다는 후문은 발의 자존심과 질투심에 불을 당긴다. 하지만, 다시 영화를 만들 수만 있다면 살인도 할 지경이라는 그는 이 기회를 결코 놓칠 수 없다. 어제의 아내를 오늘의 상관으로 모시며 그녀를 빼앗아간 작자의 눈치까지 봐야한다는 부담, 이번이 마지막 기회일지도 모른다는 착찹함, 초대형 프로젝트에 투입된 엄청난 스트레스까지! 모든 것을 감수하기로 하지만 복잡한 마음을 가누지 못하던 그에게 그만 끔찍한 일이 벌어지는데.... 그가 눈 감고도 찍을 베테랑인 것은 사실이지만 촬영 직전, 진짜로 눈이 멀어버린 것! 의사는 극심한 스트레스에서 비롯된 '심리적 장님상태'라고 진단하는데 뾰족한 해결책은 내놓지 못한다. 절망에 빠진 발. 이번 기회가 얼마나 어렵게 주어진 것인지 너무나 잘 알고 있는 에이전트 '알'은 일단 그의 상태를 비밀에 붙이고 촬영을 개시하자고 제안한다. 눈 감고 찍었나 싶은 영화는 많지만 진짜 장님이 찍는 영화는 여기 단 한 편. 크랭크 인! 이제 앞이 캄캄한 발 왁스만 감독의  잠들지 않는 도시  촬영이 시작된다!"
3, 소피 숄의 마지막 날들,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/10/mov_20060174_32410.jpg,['마르크 로테문트'],"히틀러가 제2차 세계대전을 일으킬 무렵 독일에서는 히틀러 정권에 저항하는 학생 모임들이 우후죽순으로 생겨난다. 뮌헨에서 결성된 백장미단 역시 히틀러 정권을 비판하면서 독일 국민들을 일깨우기 위해 저항하는 학생 단체. 사랑과 시와 재즈를 읊조리는 여느 순수한 여대생과 다름 없었던 스무 한 살의 여대생 소피 숄. 그녀는 오빠 한스가 가입되어 있는 백장미단에 가담하게 되고, 젊은이들의 움직임을 도모하기 위해 행동을 결심한다.  백장미단의 유일한 여성 멤버가 된 소피 숄. 그녀는 1943년 2월 18일, 오빠 한스와 함께 이른 아침 학교에서 히틀러를 비난하는 전단을 몰래 뿌리던 중 발각되고, 현장에서 체포된다. 자신과 오빠 그리고 동료들을 보호하기 위해 거짓 진술을 하는 소피. 그러나, 증거를 잡아낸 게슈타포 심문관 로버트 모어 앞에서 그녀는 끝내 진정한 자유와 정의를 위해 목숨을 바치기로 하는데.... 마크 로드문트 감독은 나치 점령 하의 독일에서 가장 사랑받고 있는-한국에서도 낯설지 않은- 소피 숄이라는 역사적 인물의 초상을 스크린을 통해 생생하게 보여주고 있다.  에쥬케이터   스노우 랜드 의 줄리아 옌체는 잠시 스치는 눈빛 하나까지도 잡아내는 집중력과 지성으로, 인생의 마지막 날들에 정열, 용기, 그리고 휴머니티의 승리를 쟁취하는 소피 숄의 모습을 그대로 재현해내 베를린영화제 여우주연상을 거머쥐었다."
4, 커피와 담배,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/20/mov_20060201_33106.jpg,['짐 자무쉬'],"segment '자네 여기 웬일인가?(Strange To Meet You)'. 자기 전엔 언제나 커피 한 잔!. 시끄럽고 허름한 카페, 로베르토와 스티븐은 커피에 중독되어 덜덜 떨리는 손으로도 연신 진한 커피를 들이켜댄다. 커피와 담배에 대한 예찬으로 일관된 선문답은 희한하게도 계속 이어지고 로베르토는 어이없게도 스티븐의 치과 약속을 대신 가주려고 하는데.... segment '쌍둥이(Good Twin)'. 갑자기 나타난 웨이터 스티브 부세미의 '쌍둥이 이론'. 불평불만 가득한 이란성 쌍둥이 형제 조이와 쌩께, 어린 아이들처럼 오늘도 투닥거리기 일쑤다. 이들에게 다가온 종업원 스티브 부세미, 그는 이들이 쌍둥이라는 것을 눈치 채고 쌍둥이에 얽힌 자신만의 '부세미 쌍둥이론'을 털어놓는데.... 1986년 Saturday Night Live 방영 segment '캘리포니아 어딘가(Somewhere In California)'. 너 담배 끊었다며? -끊었으니까 한 대 정도는 괜찮아! 캘리포니아의 한 카페테리아, 톰과 이기는 테이블에 앉아 금연의 미학에 대해 토론한다. 그들은 금연에 실패한 사람들은 모두 의지박약이라며 비난한다. 그러나 톰은 담배를 끊었으니까 한 대 정도는 괜찮다며 이기에게 테이블에 놓인 담배를 피자고 권유한다. 결국 담배를 꺼내 물게 되는 처지에 놓인 두 사람. 이기는 카페테리아 한 켠에 놓인 주크박스에 톰 웨이츠 노래가 없다고 말하고 둘은 갑자기 묘한 신경전 앞에서 서로를 견제하게 된다. 1993년 칸영화제 황금종려상(단편부문) 수상 segment '담배는 해로워(Those Things'll Kill Ya)'. 그러니까 제발 담배 좀 끊으란 말이야! 비니가 여태 담배를 끊지 못한다는 사실이 못마땅한 조. 비니에게 수 차례 금연을 강조하지만 비니는 조의 잔소리가 귀찮은 듯 중독되어 버린 걸 어쩌냐며 도리어 큰소리다. 이때 둘의 대화에 끼어든 비니의 손자, 할아버지에게 간식 살 용돈을 달라며 성화다. 갑작스러운 비니 손자의 등장에, 조는 잔소리의 화살을 비니의 손자에게로 돌리고 불량식품은 몸에 해롭다고 호통치기 시작한다. segment '르네(Renee)'. 아름다운 르네, 그를 지켜보는 한 남자가 있었다. 르네는 카페에 혼자 앉아 엽총, 권총 등 무기가 가득한 카탈로그를 읽으며 혼자만의 여유로운 시간을 보내고 있다. 적당한 온도, 적당한 당도를 가진 '르네만의 커피'를 즐기는 그녀. 하지만 그녀의 달콤한 휴식을 방해하는 한 웨이터는 뭔가 르네에게 하고싶은 말이 있는 것처럼 보이는데.... segment '별일 없어(No Problem)'. 정말 괜찮다니까~! 아이작은 알렉스가 오랜만에 자신을 불러내 기분이 좋지만 한편으로는 알렉스에게 무슨 문제가 있나 싶다.  너 정말 괜찮니?  아이작은 거듭 알렉스에게 같은 질문을 묻는다. 알렉스는 그저 만나고 싶어서 불러냈을 뿐인데 자꾸 의중을 떠보려는 아이작 때문에 마음이 상한다. segment '사촌(Cousins)'. 너랑 내가 다를 게 뭐 있냐구...!(케이트 블란쳇 - 1인 2역) 케이트는 유명한 인기 여배우이다. 그녀는 자신이 묵고 있는 최고급 호텔의 라운지에서 자신과 똑같이 생긴 사촌 쉘리를 만난다. 우아한 금발머리, 아름다운 악센트를 가진 케이트와 정 반대로 히피같은 차림새에 하고 싶은 말이면 무조건 내뱉고 마는 제멋대로의 성격을 가진 쉘리. 둘은 서로의 안부를 물으며 커피를 마신다. 쿨~한 척 하고는 있지만 사실은 케이트가 너무나 부럽고 질투나 죽겠는 쉘리와, 착한 척 하고 있지만 존재 자체가 잘난 척일 수 밖에 없는 영화배우 케이트의 신경전은 점점 극에 달하는데.... 2005년 Central Ohio Film Critics 올해의 배우상 수상 segment '잭이 멕에게 테슬라 코일을 선보이다(Jack Shows Meg His Tesla Coil)'. 우주에서 가장 위대할 뻔한 발명가, 니콜라 테슬라! 잭은 멕에게 자신이 만든 '테슬라 코일'을 선보이기 위해 집에서부터 커피숍까지 커다란 '테슬라 코일'을 가지고 온다. 심드렁한 표정의 멕은 잭이 테슬라 코일로 전류를 생성하는 장면을 보지만, 잭이 만든 테슬라 코일은 번쩍하는 빛을 내다가 이내 멈추는 최후를 맞게 된다. segment '사촌 맞아?(Cousins?)'. 우리가 사촌지간이라고?? - 알프레드 몰리나는 그동안 자신과 같은 영국 출신의 배우 스티브 쿠건을 직접 만나보기를 고대해왔다. 드디어 스티브를 만난 날, 알프레드는 스티브를 보자마자 스티브의 열렬한 팬이라며 적극적인 호의를 베풀고, 스티브는 알프레드의 칭찬에 도취되고 만다. 알프레드는 스티브와 자신이 사촌지간이라는 다소 충격적이지만 그다지 신빙성이 없는 사실을 말하면서 앞으로 친하게 지내자고 접근하지만, 자신을 향한 동료애 이상의 애정을 보이는 알프레드가 조금씩 부담스러워지는 스티브는 조금씩 그를 경계한다. 그러나 우연히 알프레드에게 걸려온 스파이크 존즈와의 전화를 엿듣게 된 스티브는 다시 태도를 바꾸려는데..."
5, 바람난 여자,https://www.kobis.or.kr/common/mast/movie/2012/02/21dba420908c48febc0dff6be61856ce.jpg,['로드리고 오르투자'],"TV 스타 '세실리아'는 쇼 프로그램의 진행자를 맡고 있다. 남편과 한 아이의 엄마인 그녀는 자신이 일하는 TV 방송국의 간부인 '알베르토'와 외도를 하고 있다. 어느 날, 그들은 늘 찾는 모텔을 가서 열정적인 시간을 보내지만 그날 밤, 그들은 예기치 못한 폭발 사고를 당한다. 평소 '세실리아'와 사이가 좋지 않던 기자 '마리오'는 우연히 그 날 그 폭발 사건을 현장 취재하게 되고 그 과정에서 '세실리아'의 외도를 방송하게 된다. '마리오'는 '세실리아'의 '외도'를 들추어내어 그녀의 방송 인생을 끝내려고 하고 그녀의 외도 파트너였던 '알베르토'의 부인이자 방송사의 간부는 그녀에게 방송에 나와 공개 사과를 하라고 압력을 가한다. 한편, 칠레 여성의 62%가 상대방을 속이고 부정을 저지른다는 통계가 나오면서 방송국에서는 이에 대한 특집 대담을 기획한다. 이 방송 화면과 교차되면서 일상에서 벗어나 행복한 성을 찾으러 나서는 여성들의 이야기가 이어진다. 평범한 삶을 살던 '버지니타'는 어느 날 정원사의 멋진 몸매에 반해 혼자만의 환타지에 빠진다. 하지만 그의 남편은 섹스를 요구하는 아내에게 좀 더 단정할 것을 요구한다."
6, 공주와 개구리,https://www.kobis.or.kr/common/mast/movie/2011/12/7916577703704d3593920e854b726b72.jpg,"['존 머스커', '론 클레멘츠']","꿈 많은 소녀 티아나는 어느 날, 마법에 걸린 능글능글한 자칭 왕자 개구리를 만난다. 첫 만남에 키스를 원하는 뻔뻔함! 그러나 개구리 왕자 이야기를 알고 있는 티아나는 딱 한 번만이라는 말에 넘어가 그 푸르딩딩한 입술에 눈 딱 감고 키스한다. 그리고 눈을 떴지만 왕자는 어디에도 없다. 그럼 뭐가 변한 거지? 오 마이갓, 그녀가 개구리로 변했다!"
7, 이고르와 귀여운 몬스터 이바,https://www.kobis.or.kr/upload/up_img/2011/02/mov_9A4I76_20110211113855_1.jpg,['엔소니 레온디스'],"천재 과학자 '이고르'가 만든 퐝당 몬스터 '이바' 연예인을 꿈꾸다!말라리아 왕국의 똑똑한 얼짱 이고르!평생 과학자들의 조수로만 살아야 하는 '이고르'이지만 우리의 이고르는 '사악한 과학 품평회'에서 1등을 해 도시 최고의 과학자가 되길 꿈꾼다.꿈을 향해 연구에 연구를 거듭하던 어느 날.. 드디어 거대한 여자 몬스터 이바가 탄생한다!그러나 기쁨도 잠시! 이바가 어째 약간 이상하다..?몬스터 본연의 사악함은 전혀 눈 씻고 찾아볼 수도 없을 뿐더러 품위 있고 아름다운 여배우가 되고 싶다며 연기 연습을 시작하는 이바! 헐~~ 넌 거울도 안 보니? 이바, 너는 사악해져야 되! 그래야만 내가 최고의 과학자가 될 수 있다구!! 결국 오디션장에 갈 계획이라며 이바를 속여 사악한 연기를 가르치는 이고르! 그 둘 사이에 묘한 로맨스가 꽃피려는 찰나에.. 아뿔싸!이 모든 과정을 지켜 보고 있던 사악한 과학자 사우든 프라우드가 이바를 납치해 가는데..과연 이고르는 왕국 최고의 과학자가 될 수 있을까?최고의 과학자가 되기 위한 이고르와 친구들의 좌충우돌 도전과 모험 이야기가 지금부터 펼쳐진다!"
8, 월드 인베이젼,https://www.kobis.or.kr/upload/up_img/2011/03/mov_91EI92_20110303091617_1.jpg,['조나단 리브스만'],"지난 수십 년간 UFO 목격 사례는 전세계 각지에서 꾸준하게 보고 된다. 그러던 2011년 또 다시 UFO 가 목격 되고, 이와 동시에 정체불명의 적으로부터 일제히 무차별 공격이 시작된다. 순식간에 세계 주요 도시가 무참히 파괴되고 낸츠 하사는 자신의 부대와 함께 사상 최대 임무를 맡아 인류를 지키기 위해 지금껏 싸워 본적 없는 적들과 맞서기 시작한다."
9, 트리 오브 라이프,https://www.kobis.or.kr/upload/up_img/2011/09/mov_HFEGD1_20110919093243_1.jpg,['테렌스 맬릭']," 아버지, 그 시절 당신이 미웠습니다   중년의 잘 나가는 건축가 잭(숀 펜 分). 그는 늘 같은 꿈을 꾸며 눈을 뜬다. 19살 때 죽은 어린 동생에 대한 기억. 오랜만에 아버지와 통화를 한 잭은 문득 어린 시절을 떠올린다.  미국 텍사스, 오브라이언(브래드 피트 分)과 아내(제시카 차스테인 分)는 세 아들과 함께 단란한 가정을 이룬다. 언제나 자애로운 사랑으로 아이들을 대하는 엄마와 달리 엄격하기만 한 아버지 오브라이언은 아이들에게 경외의 대상이자 두려움의 대상이다. 맏아들인 잭은 권위적인 아버지와 자꾸 부딪히게 되고 두 사람 사이엔 미움과 분노가 자리하게 되는데…"
