,name,poster_link,director,description
0, 벨빌 캅,https://www.kobis.or.kr/common/mast/movie/2020/06/07cafb49c1ad4f0eafc14b1c82b2dd60.jpg,['라시드 부샤렙'],"마이애미, 바다 건너 내가 왔다!프랑스 벨빌의 평범한 경찰 케이타. 그에게 오랜만에 친구가 찾아오지만, 반가움도 잠시 정체를 알 수 없는 괴한들에게 총을 맞고 그 자리에서 죽고만다. 친구의 죽음이 국제적인 마약 범죄단과 연관이 있음을 알게된 케이타는 놈들을 소탕하기 위해 마이애미로 떠난다. 마이애미의 가르시아 형사의 도움을 받아 추적해가는 케이타. 그러나 너무나도 맞지 않는 둘의 수사는 계속해서 삐그덕거릴 뿐이다.그래도 포기란 없다.일단 직진! 노빠꾸 수사 액션이 펼쳐진다!"
1, 빌런,https://www.kobis.or.kr/common/mast/movie/2020/06/f4fc75338f434fd8b072a6d0f128c85f.jpg,['필 바랜티니'],"그를 둘러싼 모두가 빌런이었다!10년의 수감생활 끝에 출소한 에디는 가족들과 함께하는 평범한 일상을 되찾고자 애쓴다.그러던 중, 동생 션이 경찰들의 끄나풀이라는 소문이 돌며 거대 마약 조직들의 표적이 되고 설상가상 그의 마지막 희망과도 같던 가게의 존립까지 위태로워진다.이에 에디는 누구도 상상하지 못한 충격적인 일을 계획하게 되는데…"
2, 마리오네트,,['앨버트 반 스트리엔'],"끔찍한 교통사고, 거대한 홍수…소년이 그리면 현실이 된다!아동 심리치료사 메리언은 매니라는 특별한 9살 소년을 돌보게 된다.항상 말없이 그림만 그리던 매니는 계속된 메리언의 관심에 자신이 미래를 통제할 수 있다고 말한다.매니를 믿지 않았던 메리언 앞에 매니가 그린 그림들이 하나 둘 현실이 되자, 그녀는 모두가 감춘 소년의 비밀을 파헤치기 시작하는데…"
3, 남자 태어나다,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/63/mov_20020263_36551.jpg,['박희준'],"섬도 PR하고 대학도 GO하자! 열혈삼총사의 일석이조 프로젝트! 지도에 없는 섬 마이도, 3월 1일은 독립운동가의 후손이자 이 마을 최고령이신 장수해 할아버지의 99번째 생일날이다. 할아버지의 마지막 소원을 물어보는 마을사람들은 잠시 말을 잇지 못한다.  사실은... 말이다... 내가 가슴에 매친게 있다. 우리마을에 대학가는 놈 하나 맹글어서 이 섬을 세상에 알리라.  고민에 빠진 마을 사람들. 대학에 갈만한 놈이라고는 마을의 세 청년 대성, 만구, 해삼이 밖에 없는데 이들에게 공부는 먼나라 일이요, 그렇다고 체육특기생으로 대학에 갈 만큼 뛰어난 재능이 있는 것도 아니다. 고민, 고민을 하던 마을 사람들이 내놓은 결론  그래, 그냥 맞고 때리면 되는 거 권투가 있지 않나? 그것으로 대학생 한번 만들어보자!  마을 사람들은 수소문 끝에 복싱계를 떠났던 7전 2승 5패의 전적을 가진 읍내의 오락실 주인 왕코치를 초빙하고 본격적인 권투 트레이닝에 들어간다. 대성은 좋아하는 여대생 사랑을 위해, 만구는 대학가요제에 나가 가수로 성공하기 위해, 해삼은 뭍에서 일하며 많은 돈을 벌기 위해 연습은 시작되지만 어째 쯧쯧... 개개인의 단점을 보완(?)한 필살기를 개발하여 열심히 갈고 닦은 대성, 만구, 해삼. 드디어 아마추어 권투대회가 시작되고 온마을의 기대를 안은 이들이 링에 오른다. 뜨거운 스포트라이트 밑에서 시작된 어설프기 그지없는 한판승부가 시작되고 신기하게도 결승까지 오르는 기적을 이룬 이들, 과연 권투로 대학에 갈 수 있을까?"
4, 써스트,,['김민정'],몇달간 비가 오지 않아 죽음의 땅으로 변해버린 마을에 한 남자가 물을 구하기 위해 여행을 떠난다. 뜨거운 태양 아래 걸어가던 그는 결국 쓰러지고 말지만 친절해 보이는 사람들에 의해 구조된다. 충분한 물과 맛있는 음식 등에 마치 천국에 온 듯 기뻐하지만 결국 그는 그 마을의 기우제를 위한 희생제물이 된다. 그의 희생으로 비가 오게 되었지만 과욕이 부른 비는 결국 해가 되어 온 마을을 집어 삼킨다.
5, 소년은 울지 않는다,,['배형준'],"한국전쟁 이후 전쟁의 상처가 휩쓸고 간 서울에 남겨진 두 소년의 생존을 다룬 하드 보일드 액션 영화.전쟁에 부모 형제를 잃고 하루하루 끼니와 잠 잘 곳을 해결해야 했던 소년들이 모인 수용소. 싸움을 잘하고 다혈질이지만 의리가 있는 종두와 또래에 비해 셈이 빠르고 명석한 태호는 그곳에서 만나 친구가 되고, 둘이 힘을 합쳐 미군 밀수품을 훔쳐내 지옥 같은 수용소를 탈출한다. 소년들을 지켜주는 법도 도덕도 없는 어지럽고 혼란한 세상에서 스스로 살아 남기 위해 태호는 시장의 최대 조직 만기파를 찾아가 노점을 얻어내 종두와 함께 장사를 시작한다. 노점에서 자신들이 훔친 물건을 끼워 팔아 돈을 모으는 두 소년. 태호는 무조건 많이 가진 자가 살아 남는다는 세상의 이치를 깨닫게 되고 종두는 만기 조직의 최고 주먹이자 자신들을 보호해 주는 명수를 보며 살아 남기 위해서 누구보다 강한 자가 되어야 겠다고 마음 먹는다.세상을 뒤덮었던 폭격과 총성은 멈췄지만 소년들의 전쟁은 지금부터 시작이다!심각한 물가 상승으로 돈의 가치가 점점 떨어지는 시장 상황을 명석하게 간파해 낸 태호는 금보다 비싼 쌀을 모아 가격이 최고로 오를 때까지 기다렸다 되파는 쌀장사를 결심하고 종두와 함께 만기파 몰래 시장통 고아 소년들을 불러모은다. 갈 곳 없이 방황하던 고아 소년들은 흔쾌히 이들의 계획에 동참하고 쌀을 모으는 과정에서 함께 생활하게 된 그들은 서로를 돌보며 하나의 가족을 이룬다. 한편, 주인을 무는 개는 아예 이빨을 뽑아버리는 게 상책이라 믿는 야비한 만기파 넘버3 도철에겐 종두도, 태호도 그리고 사사건건 자신을 무시하며 소년들을 감싸는 명수도 눈엣가시처럼 거슬린다.이제 쌀도 충분히 모으고 마침내 계획의 성공을 눈 앞에 둔 순간, 모든 것을 눈치 챈 도철은 종두와 태호에게 그 동안 몰래 모은 돈과 쌀을 모두 내어 놓으라고 위협하며 숨통을 조여 오는데…"
6, 구세주2,https://www.kobis.or.kr/upload/up_img/cleansing/78/mov_20090078_3.jpg,['황승재'],"국내 최고의 택시 재벌 '명신 운수' 후계자 임정환(최성국 役). 전국 나이트를 평정하고 전세계 명품으로 온몸을 치장한 그에게 청천벽력같이 불어 닥친 위기가 있으니 그것은 바로 신화그룹 강회장도 울고 갈 명신운수 사장, 어머니의 한마디  너 내일부터 택시 몰아 돈벌어!  그 동안 흥청망청 쓴 돈과 회사 금고에서 훔친 돈을 한달 안에 모두 갚으라는 것!일해본 적 없는 정환은 마지못해 운전대를 잡지만 뺀질거리고 근무태만에 승차거부를 일삼더니 결국 택시를 담보로 사채까지 쓰며 여전히 사고를 친다. 그러던 중 그의 첫 손님이자 택시비를 안내고 병원으로 사라진 은지(이영은 役)를 만나게 된다. 정환은 그녀를 찾아가 택시비 대신 반지를 담보로 받아내지만 잃어버리게 되고, 이후 택시비를 갚으러 찾아온 은지는 반지값을 핑계로 정환을 괴롭힌다. 이 와중에 정환은 잠시 접어놓을 수 밖에 없었던 내면의 카사노바 기질이 되살아나는데…."
7, 약탈자들,https://www.kobis.or.kr/upload/up_img/cleansing/59/mov_20090159_3.jpg,['손영성'],"오랜만에 장례식장에 모인 동창들이 선배이며, 역사학도인 `상태`라는 인물의 뒷담화를 하고 있다. 속물적이고, 여자를 밝히고, 거대한 얘기를 즐겨한다는 상태는 동창들에게 기이한 인상으로 남아있다. 그들의 대화에 어수룩한 감독 지망생 병태는 계속 끼어들지 못해 번번이 무시당하기 일쑤고, 동창들의 뒷담화는 점점 상태를 성토하며 과격해지는데... 한편 이젠 동창들의 회상 속의 인물이었던 연쇄 살인범 택시기사와 비전의 필살 무술 와한머루의 창시자인 무술의 달인 마저도 각자의 이야기를 풀어내기 시작한다. 이들의 미로같은 이야기가 만들어내는 진실은 어떤 모습일까?"
8, 우리 만난 지 1년 되는 날,https://www.kobis.or.kr/common/mast/movie/2012/03/c795c17d535041cebb0bb9c526706b28.jpg,['김삼력'],오늘은 두 사람의 1년 되는 날이다. 그리고 내일은 두 사람이 헤어지는 날이기도 하다.연출의도. 헤어짐과 기억에 관한 이 무모한 도전이 추억을 공유하는 모든 이들에게 자그마한 위안이 되기를 소망합니다.
9, 33리,https://www.kobis.or.kr/common/mast/movie/2013/08/b5b757a0d7d644059451a26d8145e7a7.jpg,['조승연'],꿈을 �아오다 나이만 먹어버린 33살의 래퍼 석용.나름대로 열심히 노력해보지만 현실은 생각보다 쉽지 않다.이런 석용에게 엄마의 지나친 관심은 늘 갑갑하기만 하다.
