,name,poster_link,director,description
0, 코끼리는 그 곳에 있어,https://www.kobis.or.kr/common/mast/movie/2019/11/1b86c9a2a59e4b7fa6d689eff9095034.jpg,['후 보'],"후 보의 4시간에 달하는 데뷔작은 분리된 네 가지 이야기를 엮는 다중 플롯 구조를 가지고 있다. 네 인물을 연결하는 것은 의도치 않은 사고로 학교 불량배들에게 상처를 입힌 십 대 소년 웨이 부이다. 부의 10대 여자친구 링, 요양원에 보내질 예정인 진, 느닷없이 주변인들에게 폭발하는, 자기혐오에 빠진 동네 폭력배 청은 암울한 현실에서 탈출하기 위해 투쟁하고 있다. 공전의 논란을 낳았던 후 보 자신의 소설에 기초한  코끼리는 그곳에 있다 는 획기적인 사건으로 받아들여졌다.단 한 순간의 희망도 찾기 힘든 이 절망의 연대기는 인내심 있고 웅장하게 인간의 고통에 대한 거부할 수 없는 초상화를 그린다. 성급한 경제발전 추구를 따라잡지 못한 개인의 퇴조, 불만에 찬 젊은이들과 산업도시에 사는 범죄자들을 다룬다는 점에서 지아장커의 초기영화를 연상시키지만 여기서 선택된 미학과 스토리텔링은 전적으로 후 보의 것이다. 재능있는 이야기꾼이자 강인한 완력의 감독 후 보는 지난 10월 스물아홉의 나이에 스스로 생을 마감했다."
1, 600 결사대,https://www.kobis.or.kr/common/mast/movie/2019/02/b2b1045f9e9b430088e39e885f71b0c6.jpg,"['유희', '한평']","600 영웅의 상해 전투 실화!1937년 8월, 막강한 화력의 일본군은 하루면 상해를 점령할 수 있다고 자만하며 본토에 상륙한다.그러나 상해로 가는 관문 도시 바오산에는 600명의 중국 최정예 부대가 기다리고 있었고, 일본군은 예상 밖 대패에 발이 묶인다.하지만 일본의 대규모 지원군이 도착해 결국 바오산은 함락되고, 600명의 결사대는 자신의 이름을 전사자 명단에 적으면서 지옥의 시가전을 준비한다.살아서는 부대의 형제, 죽어서는 부대의 유령이 될 것이다!"
2, 타오르는 여인의 초상,https://www.kobis.or.kr/common/mast/movie/2019/12/14c04d7012bb420e9eab6a537c4f35d3.jpg,['셀린 사아마'],"1770년. 화가 마리안느는 수녀원에서 나와 마지못해 하는 결혼을 앞두고 있는, 엘로이즈의 초상화를 의뢰받는다. 마리안느는 엘로이즈를 은밀하게 관찰하기 시작한다. 가장 주목받는 여성 감독 중 한 명인 셀린 샴마의 신작. “후회하지 말고 기억할 것  이루지 못할 사랑에 대한 감독의 아포리즘이다."
3, 헌티드 파크,https://www.kobis.or.kr/common/mast/movie/2020/04/125648dd28aa4fa9a1b68a5a9a04368a.jpg,['다카하시 히로시'],"도쿄에 실재하는 놀이공원 토시마엔을 둘러싼 도시괴담이 있다. 유학을 앞둔 친구를 위해 토시마엔에 놀러간 4명의 여성은 몇 년 전 실종된 친구를 만나게 되고, 도시괴담의 무서운 상황을 그대로 현실에서 경험하게 된다."
4, 팔로우 미,https://www.kobis.or.kr/common/mast/movie/2020/10/43340477126d43db9af18ba66c5361c2.jpg,['윌 워닉'],"실시간 라이브 방송으로 인기있는 유투버(콜)은 10주년을 맞이하여 러시아의 억만장자에게 특별한 제안을 받게 되고, 친구들과 함께 러시아로 떠나게 된다. 그곳에서 “콜”과 그의 친구들에게 러시아 스타일의 방 탈출게임을 시작하게 되는데, 이들에게 다가올 상황은 게임이 아닌 실제 상황이다. 과연 이들은 무사히 탈출에 성공할 수 있을까…"
5, 리플레이,https://www.kobis.or.kr/common/mast/movie/2020/12/77cd6e1bff454e6b866e8270e46412b5.jpg,['데이비드 헤인즈'],"2001년 9월 11일 아침, LA발 뉴욕행 비행기에서 우연히 마주치게 된 두 이방인 엘리엇과 조니. 하지만 911테러의 여파로 비행기는 로스앤젤레스로 회항하고 두 사람 역시 혼란의 한가운데 놓이게 된다. 급히 뉴욕에 가야 한다는 것 외에 공통점이 별로 없는 두 사람은 조니 가족의 친구인 스코티가 낡은 밴을 빌려주겠다는 제안을 승낙한다. 두 사람의 미국 횡단 여정은 911테러의 충격과 스트레스로 우여곡절을 겪지만, 둘 사이에도 공통점이 있다는 것을 깨닫는다. 바로 오래된 포크송에 대한 애정이다. 엘리엇과 조니는 함께 노래를 부르며 음악에 담긴 치유의 힘을 다시금 깨닫고, 비극에 애도하면서도 서로 용기를 북돋아주는 시민들을 만나게 된다.14개 주, 3500마일 이상의 여정을 촬영한 〈리플레이〉는 미국의 아름다운 자연경관, 역사적으로 어려운 시기를 이겨내게 도와준 포크 음악, 미국의 정체성을 형성하는 시민들의 친절함을 노래하는 러브레터와 같은 영화이다.​"
6, 117편의 러브레터,https://www.kobis.or.kr/common/mast/movie/2021/03/bb464a12bc964392a45988e84f9b7880.jpg,['페트르 가르도스'],1945년 홀로코스트 강제수용소에서 해방 된 25 세의 헝가리인 '미클로쉬'는 스웨덴 병원에서 치료 받는다. 의사들은 그가 심한 폐질환 때문에 6개월 이상 살기 어렵다고 진단한다. 그러나 그는 포기하지 않고 함께 새로운 삶을 시작할 수 있는 아내를 찾고자 스웨덴에서 치료받고 있는 117 명의 헝가리 소녀들에게 편지를 보낸다. 소녀 중 한 명인 19 세의 '릴리'는 미클로쉬와 교감을 느끼고 그와 편지를 주고받기 시작한다. 사랑이 모든 것을 치유한다는 메시지를 담은 작품으로 원작 소설가이자 감독 부모가 겪은 실화이다.
7, 천녀유혼: 인간정,https://www.kobis.or.kr/common/mast/movie/2021/03/251a257f859d4e199971f114e15f138a.jpg,['임진쇠'],"‘그리운 내 님은 강가 저편에 서 있네’과거 시험을 보기 위해 길에 오른 ‘영채신’은 비를 피하던 도중 우연히 아름다운 귀신 ‘소천’을 만나게 되고, 둘은 거스를 수 없는 운명 속에서 금기된 사랑을 시작하게 되는데...운명을 거스른 불멸의 사랑이 다시 시작된다!"
8, 사랑하고 사랑받고 차고 차이고,https://www.kobis.or.kr/common/mast/movie/2021/05/a1e55909da3d4ca2a6eb8bef3dc71df6.jpg,['미키 타카히로'],"모두가 행복한 사랑을 바라는 ‘아카리’(하마베 미나미)와 한 발 뒤에서 사랑을 기다리는 ‘유나’(후쿠모토 리코).서로 정반대의 성격이지만 우연한 계기로 친구가 된 둘.고등학교 첫 학기가 시작되고 ‘아카리’와 ‘유나’에게도 마음을 전하고 싶은 상대가 생겼다.“너도 내 마음과 같을까…?”조금씩 천천히, 너에게로 가는 길열일곱, 우리들의 성장형 청춘 로맨스"
9, 내가 날 부를 때,https://www.kobis.or.kr/common/mast/movie/2021/08/fd7d5c14313a4e53aad8c335f6ac3e02.jpg,['인뤄신'],"“내 인생에는 너만 있는 게 아냐”꿈을 이루기 위해 홀로 돈을 벌고 공부하며 고군분투하던 ‘안란’.어느 날, 간절히 바라던 대학원 진학을 앞두고 갑작스러운 교통사고로 부모님이 돌아가시자 몇 번 본적도 없는 어린 남동생이 안란에게 덜컥 맡겨진다.동생을 키우려면 모든 것을 포기해야 하는데 누나의 희생은 당연하다고 말하는 어른들.세상에서 제일 못되고, 이기적이고, 그래서 서글픈 여자아이가 말한다.“나에게도 우주가 있어”"
