exhibition_id,name,poster_link,start_period,end_period
20160101000368,SEJONG COLLECTOR STORY Ⅲ,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa728025746e86da26dab237842b36734504098&streFileNm=0b0c9a3ac145de88a0acc4615089c0ac4200ca52209836814279c2c87fbc6042,2021-11-09,2021-11-09
20160101000369,"도성의 서쪽 문, 헐값에 팔리다",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39901&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-11-09,2021-03-06
20160101000370,마야 : 신성한 도시 - 타칼리크 아바흐,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39864&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-11-09,2022-02-06
20160101000371,"헬로 프로젝트 전시회 (장애인문화예술센터이음, 11월 7일~16일)",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1636336975680.jpg,2021-11-07,2021-11-16
20160101000372,아시아 그래픽 트리엔날레2021,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/10/1a3d25e2fe91b754093f109c722610b6.jpg,2021-11-06,2021-11-13
20160101000373,오픈캠퍼스 x 홍익대학교 건축학부 디지털 디자인 학회 전시 [ADD+OVERTURE],https://ddp.or.kr/usr/upload/board_thumb/zboardphotogallery0/20211210043809215.jpg,2021-11-06,2021-11-06
20160101000374,잡지로 보는 한국공예사,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1636416809911.jpg,2021-11-05,2021-12-05
20160101000375,"[2021 시민큐레이터 기획전시] 《그래픽디자인, 2016~2021, 지금》",https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210907090337_2c9c75a160f44045acbdc8d039aeb57d_93e8f3dfb1e947b4a189b84649cbcda0,2021-11-04,2021-11-04
20160101000376,[2021 시민큐레이터 기획전시] 《모든 것은 그 자리에》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121105714_12c868c2386f49e5ae31c7cae1cd1d5f_cb2566cc9582483dad0bb66b12c7854c,2021-11-04,2021-11-04
20160101000377,102 (the KMS + DKUCD) 건국대학교 동문전 + 단국대학교 동문전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1636336918163.jpg,2021-11-03,2021-11-08
20160101000378,SLOW: 느린시간으로 부터 온 옻칠 조형,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1636336787075.jpg,2021-11-03,2021-11-08
20160101000379,그림책 아트 프린트-우리 세시풍속 도감,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635903214960.jpg,2021-11-03,2021-11-11
20160101000380,창조미술협회&인하예술인회전(인천 문화예술의 꽃을 피우다),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635903156724.jpg,2021-11-03,2021-11-11
20160101000381,프로젝트 해시태그 2021,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40219&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-11-03,2022-02-06
20160101000382,DDP 협력전시 [The Republic of Color / 다양한 색채의 도미니카공화국],https://ddp.or.kr/usr/upload/board_thumb/zboardphotogallery0/20211210043555139.jpg,2021-11-02,2021-11-02
20160101000383,골목이 들려주는 이야기,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635985876566.jpg,2021-11-02,2021-12-03
20160101000384,매니폴드: 사용법,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/10/082067168df058ce3efe17f6485cd512.jpg,2021-11-02,2021-11-17
20160101000385,세종 비오케이 민화K 제1회 공모전 전시회,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635817185008.jpg,2021-11-02,2021-11-14
20160101000386,[아트센터 화이트블럭] 헤수스 수스 몬따예스 개인전 《일상의 빛》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635381459210.jpg,2021-11-02,2021-11-14
20160101000387,자치구 협력전시 《SeMA Collection: 포착된 시간》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20211101100411_61310068b41d4fffb3ee853b9971415d_d2d56c6c8aa446fb88e28fcc3c96f0d4,2021-11-02,2021-11-02
20160101000388,익명의 여행자,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635985702132.jpg,2021-11-01,2021-11-05
20160101000389,토이파크 상설전시장,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1640823996977.gif,2021-11-01,2021-12-31
20160101000390,2021마니프서울국제아트페어,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/94966c5fd89cbab1a7ff00b9ad168a3d.jpg,2021-10-31,2021-11-13
20160101000391,각인(刻印)- 한국근현대목판화 100년,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635209612609.jpg,2021-10-29,2022-02-06
20160101000392,돌봄사회,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635209695951.jpg,2021-10-29,2022-02-06
20160101000393,어느 도시학자가 꿈 꾼 서울,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39898&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-10-29,2022-03-06
20160101000394,경계에 핀 꽃,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39735&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-10-28,2022-01-26
20160101000395,2021 알케미스츠 _ 재택활동,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635381151597.jpg,2021-10-27,2021-11-01
20160101000396,"2021 제14회 수호아트콘서트 New Normal, New Wave",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f44705fb279e09f2d54b324ffb9a8ce2&streFileNm=c9b5f68962b54fd4a67aa456eef16e5b39140131461b1ec4fbc79f9f1d2d9b11,2021-10-27,2021-10-27
20160101000397,제18회 국립한국복지대학교 귀금속보석공예과 졸업작품전시회,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635381034650.jpg,2021-10-27,2021-11-01
20160101000398,"최욱경, 앨리스의 고양이",https://www.mmca.go.kr/upload/exhibition/2022/02/2022021003501878614801.png,2021-10-27,2022-02-13
20160101000399,(온라인 전시) 2021 대한민국 우표전시회,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635817123232.jpg,2021-10-25,2021-11-07
20160101000400,2021년 광명문화재단 기획전시 <완전한 불완전(Complete Imperfection)>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634691079535.jpg,2021-10-21,2021-11-05
20160101000401,[2021 시민큐레이터 기획전시] 《나의 친애하는》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121141936_36ef4a83b1e94922982f13d7e79c346f_e14c94abaa854718b1c39f45465a1228,2021-10-21,2021-10-21
20160101000402,[2021 시민큐레이터 기획전시] 《조소된 건설》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121141521_947928c787164474a2055d4b504fd486_f1f560a75e3d4902864a5bf9767b6f52,2021-10-21,2021-10-21
20160101000403,"극장 없는 영화, 영화 없는 극장",https://www.mmca.go.kr/upload/exhibition/2021/10/2021101412005990413687.png,2021-10-21,2021-12-19
20160101000405,김성수 한국현대옻칠회화전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/170b3bb3a90d6085a41fa6f652f3aa55.jpg,2021-10-20,2021-10-28
20160101000407,문자설화 (문자를 보고 그림을 읽는 도깨비),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634535186768.jpg,2021-10-20,2021-10-28
20160101000408,민화의 비상(飛上),https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/10/06c3cfff879009e241255e4cf90e54dd.jpg,2021-10-20,2021-10-28
20160101000409,신진(청년)작가 날개달다 2021展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634535249948.jpg,2021-10-20,2021-10-28
20160101000410,올해의 작가상 2021,https://www.mmca.go.kr/upload/exhibition/2021/10/2021101910311833316435.png,2021-10-20,2022-03-20
20160101000411,창립86주년 후소회 50회 정기전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/37748202057a5c1ec24b6f1353b361ab.jpg,2021-10-20,2021-10-28
20160101000412,"그, 묵묵히 걸어온 길",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634603836411.jpg,2021-10-19,2021-10-31
20160101000413,"상어, 새로이 일주하다 Shark, Bite the New World",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40284&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-10-19,2022-02-27
20160101000414,[신진미술인 전시지원 프로그램] 김지영 개인전 《싱잉 노즈》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20211012142829_d6d9fef31d254ad28378166c6f4ed527_91673600b1414654ba461604fea03a8d,2021-10-16,2021-10-16
20160101000415,2021 예술의전당 가을예술장터,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/07/30f296711216f891f353d5deea6e9c6b.jpg,2021-10-15,2021-10-24
20160101000416,장서영 개인전 《눈부신 미래》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634258632777.jpg,2021-10-15,2021-11-11
20160101000417,2021 한국 현대미술의 최전선 - 팔팔한 도시여행展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1636596606484.jpg,2021-10-14,2021-12-19
20160101000418,[코리아나미술관] 애프터워크살롱 #1. <프로필: 구천을 떠도는 네트워크의 유령들>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633566164793.jpg,2021-10-14,2021-10-14
20160101000419,2021 타이틀 매치: 임민욱 vs. 장영규 《교대》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20211014111953_318704ba27e64aa4bb34588fa55e2280_59d438a59d234577966e89dd7b5342b1,2021-10-13,2021-10-13
20160101000420,"동원 이홍근실 40주년 기념전 '2021년 가을, 그분을 기억하다'",https://www.museum.go.kr//uploadfile/ecms/media/2021/10/D9CBF386-16B9-DB69-22B5-8D2047DED57C_thumb.jpg,2021-10-13,2022-02-13
20160101000421,장소의 기억 Memory of place,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634535135812.jpg,2021-10-13,2021-11-18
20160101000422,우리가 전시를 볼 때 말하는 것들 What We Talk About When We See Exhibition,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210929164850_689b1ffb3df84511b4dcad7dbd1d4ca6_b1dea7f25cdf41e98a6c550b04e42051,2021-10-12,2021-10-12
20160101000423,프로젝트 제주: 우리,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1637281381323.jpg,2021-10-12,2022-01-09
20160101000424,화가의 비망록,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1641513980862.jpg,2021-10-12,2022-08-28
20160101000425,[2021 시민큐레이터 기획전시] 《그림자꿰매기》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121095803_f76b8437ab33429b9fd344d68a29744e_deec417551f949f38f7a585e993907f6,2021-10-08,2021-10-08
20160101000426,[2021 시민큐레이터 기획전시] 《부/불화하는 관계》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121141042_a8b19bb385bd41f0848053b65ccf0312_91a794b559474280b23ee441260769a9,2021-10-08,2021-10-08
20160101000427,러브 포레스트,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1632880257508.jpg,2021-10-08,2021-10-10
20160101000429,육필원고와 삽화전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634864281460.jpg,2021-10-08,2021-11-12
20160101000430,현대한국화협회40주년기념대작전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/7a3d44da2900feed5708a522d3892d03.jpg,2021-10-08,2021-10-16
20160101000431,제8회 종근당 예술지상,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f44705fb279e09f2d54b324ffb9a8ce2&streFileNm=d2c44d01e79866c74aeeed8980b4b9f56a7ff77472074eb1dad6fba65becd736,2021-10-07,2021-10-07
20160101000432,Lee Ji Hyun Ceramics Exhibition,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633565576484.jpg,2021-10-06,2021-10-11
20160101000433,"서울, 한강을 걷다",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f44705fb279e09f2d54b324ffb9a8ce2&streFileNm=30451e943a16741fd1114877dd4bdf0c6a7ff77472074eb1dad6fba65becd736,2021-10-06,2021-10-06
20160101000434,아시아 국제 미술 교류전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633407705868.jpg,2021-10-06,2021-10-14
20160101000435,"윤혜옥·류근성, 부부의 세계",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633401099447.jpg,2021-10-06,2021-10-14
20160101000436,만선 FULL SHIP | 권민호 개인전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633565505934.jpg,2021-10-05,2021-11-02
20160101000437,먼길 이야기,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20211015120843_61f6788ea2914b0ca63e9a1b342f7bdd_40b4522b963b48adbcbbca5f5ddb3fcb,2021-10-05,2021-10-05
20160101000438,온라인 전시 <우리가 그린 도시 The City We structured>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635816812831.jpg,2021-10-05,2021-11-05
20160101000439,2021 경기세계도자비엔날레 광주특별전 1《코발트 블루 : 조선후기 문방풍경》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633565422667.jpg,2021-10-01,2022-03-27
20160101000440,SEEA 2021,https://www.sac.or.kr//design/common/images/asset/noImage300x300.png,2021-10-01,2021-10-09
20160101000441,‘DDP 어린이디자인라운지’ 참여디자인 워크숍 어린이 디자이너 모집,https://ddp.or.kr/usr/upload/board_thumb/zboardphotogallery0/20211210043356350.jpg,2021-10-01,2021-10-01
20160101000442,공예로 떠나는 호주 여행,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633400852503.jpg,2021-10-01,2021-10-31
20160101000443,"일성록, WE ALL: 우리네 삶의 기록",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631668426528.jpg,2021-10-01,2021-10-04
20160101000444,"한글, 공감각을 깨우다",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1635136152598.jpg,2021-10-01,2021-12-23
20160101000445,dreamer.3:45am,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39307&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-09-30,2022-01-09
20160101000446,[광명문화재단] 기획전시 여인혁 개인전 <퐁퐁(Pong pong)>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633483101184.jpg,2021-09-30,2021-10-15
20160101000447,황지윤 초대전 《우아한 감시 Refined Observation》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1632789447918.jpg,2021-09-30,2021-11-26
20160101000448,CONTACT: 엄민재 개인전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633400802962.jpg,2021-09-29,2021-10-04
20160101000449,CROSS : 과학자와 예술가의 옻칠탐험기,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1633400643976.jpg,2021-09-29,2021-10-04
20160101000450,Cube in Remembrance,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1632879425942.jpg,2021-09-29,2021-10-04
20160101000451,2021 서서울미술관 사전프로그램 《경계에서의 신호》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210927111645_76317bdf37f340af9755fad1e99b5d40_da17595c5f2c4a5eb90455e0ffaa5e37,2021-09-28,2021-09-28
20160101000452,"중랑문화재단 특별기획전<그대,평온하신가>",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1634170605271.jpg,2021-09-28,2021-11-13
20160101000453,기하학적 관계_남지향 개인전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1632789262690.jpg,2021-09-27,2021-10-08
20160101000454,정비파 목판화전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/04/609bae8be3ceabdee869cf757f06088d.jpg,2021-09-25,2021-10-05
20160101000455,"프랑스 국립 자연사박물관 특별전 - 바다,미지로의탐험",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f44705fb279e09f2d54b324ffb9a8ce2&streFileNm=0b54e2bcf2f7de30d8f0b32c0d1f5e743f48942c620f71cc3fc0c508cc687eff,2021-09-25,2021-09-25
20160101000456,[2021 시민큐레이터 기획전시] 《리스펙트 플랜트》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121142015_c269309593b84744b862834a405f3a6a_1f7207d57c4f4a3893bb32185506fbd3,2021-09-23,2021-09-23
20160101000457,[2021 시민큐레이터 기획전시] 《역사의 방향들: 당신은 어떤 라인입니까》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121141128_cdce821f6f0d4830b0fd5aaf93ea5956_1ce0d2e1c0c9453ea913af2b67674560,2021-09-23,2021-09-23
20160101000458,<우리 다시 만날 때에는: 한-메콩 교류의 해 기념 사진 디자인전>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1632373580319.jpg,2021-09-23,2021-10-31
20160101000459,2021 제17회 광화문국제아트페스티벌,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f44705fb279e09f2d54b324ffb9a8ce2&streFileNm=ca7a6ec59e8b0b95fcf6acaf9164f0403f48942c620f71cc3fc0c508cc687eff,2021-09-22,2021-09-22
20160101000460,2021 서울로미디어캔버스 3회 전시,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39101&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-09-21,2021-12-19
20160101000461,DDP 오픈큐레이팅 vol.18 [진정한 집으로의 여정]展,https://ddp.or.kr/usr/upload/board_thumb/zboardphotogallery0/20211210043329475.jpg,2021-09-17,2021-09-17
20160101000462,MMCA 청주프로젝트 2021 «천대광: 집우집주»,https://www.mmca.go.kr/upload/exhibition/2022/01/2022012705461629411673.png,2021-09-17,2022-07-24
20160101000463,인천예술고 테마전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631668332803.jpg,2021-09-17,2021-09-29
20160101000464,"중정(中庭), 자연과 마주하기",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631839397827.jpg,2021-09-17,2021-10-10
20160101000465,[현대어린이책미술관] 얼굴 FACE,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630549706231.jpg,2021-09-17,2022-02-06
20160101000466,"황경자·하재완, 제1회 부부사진전",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631668272432.jpg,2021-09-17,2021-09-29
20160101000467,[2021 서울도시건축비엔날레] 주제전/도시전/글로벌 스튜디오,https://ddp.or.kr/usr/upload/board_thumb/zboardphotogallery0/20211210043240341.jpg,2021-09-16,2021-09-16
20160101000468,63빌딩 63아트 미술관 에릭요한슨,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630370771408.jpg,2021-09-16,2022-03-06
20160101000469,중국 고대 청동기_신에서 인간으로,https://www.museum.go.kr//uploadfile/ecms/media/2021/08/51B268DE-226E-2009-D8DF-37F9DDB4720D_thumb.jpg,2021-09-16,2021-11-14
20160101000470,Division: 장경선 개인전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631839306145.jpg,2021-09-15,2021-09-20
20160101000471,2021 텔레피크닉 프로젝트 《당신의 휴일》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210824101029_4a148a5ff3224ed5ab8d7ebc595bde51_755f8b5ff35c42cb9564cd73b47a15ec,2021-09-14,2021-09-14
20160101000472,"""공간탐색: 집""",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631668218120.jpg,2021-09-14,2021-10-17
20160101000473,모람 팝업스토어 : 핸드메이드,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631079960771.jpg,2021-09-14,2021-10-10
20160101000474,분청사기‧백자실 교체 전시 <장생長生-백자에 펼친 장수의 염원>,https://www.museum.go.kr//uploadfile/ecms/media/2021/09/7E9A33EF-BA7B-0A3B-8154-024CD9DBA7DC_thumb.gif,2021-09-14,2021-12-31
20160101000475,[신진미술인 전시지원 프로그램] 최모민 개인전 《요괴 생활》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210912180650_4ca3cb12177f4f09867b8883f30ebb98_1ff1566707a14f77946ffec789624418,2021-09-14,2021-09-14
20160101000476,타이포잔치 2021: 거북이와 두루미,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631839226630.jpg,2021-09-14,2021-10-17
20160101000477,Spielraum X Phytology_식물의 방 展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1632789162172.jpg,2021-09-11,2022-03-06
20160101000478,2021 서울국제실험영화페스티벌: 엑스-라이브,https://www.mmca.go.kr/upload/exhibition/2021/09/202109060201239631998.png,2021-09-10,2021-09-15
20160101000479,덕수궁 프로젝트 2021: 상상의 정원,https://www.mmca.go.kr/upload/exhibition/2021/09/2021090601414087414351.png,2021-09-10,2021-11-28
20160101000480,"싱글채널비디오 프로젝트 《PAUSE, REWIND, PLAY》",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631148893258.jpg,2021-09-10,2021-10-10
20160101000481,[2021 시민큐레이터 기획전시] 《3 to 80》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121141616_653e11870d11407fba85c44cc767f3b8_c9903171d8be4fc4a8a71212bb76368d,2021-09-09,2021-09-09
20160101000482,[2021 시민큐레이터 기획전시] 《INTER+VIEW=》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220121112533_07cb1e336fd44df0825297461958c792_afab77a70b334236b38c3de6e27afebf,2021-09-09,2021-09-09
20160101000483,빌라다르 2021,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/08/2c393a50788d20181a5f84d643e7a624.png,2021-09-09,2021-09-17
20160101000484,제 55회 한국미술협회전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/63d2df1169db82cf3de45de2123248ed.png,2021-09-09,2021-09-17
20160101000485,FLOATING through the COLOR,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631235549167.jpg,2021-09-08,2021-09-14
20160101000486,The Window,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631235488111.jpg,2021-09-08,2021-09-13
20160101000487,귀달린 백자등잔,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631235662211.jpg,2021-09-08,2021-09-13
20160101000488,제11회 서울미디어시티비엔날레 <하루하루 탈출한다>,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39103&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-09-08,2021-11-21
20160101000489,Contemporary Art in Ulsan 2021,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630548707973.gif,2021-09-07,2021-09-12
20160101000490,한글과 우리그림,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f44705fb279e09f2d54b324ffb9a8ce2&streFileNm=07dff03e4d38acf9647241c36fa6f6e924078277cccf491c8dad44ed96e373b4,2021-09-07,2021-09-07
20160101000491,MMCA 현대차 시리즈 2021,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39105&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-09-03,2022-02-20
20160101000492,"MMCA 현대차 시리즈 2021: 문경원 & 전준호 – 미지에서 온 소식, 자유의 마을",https://www.mmca.go.kr/upload/exhibition/2022/01/2022012705451367214590.png,2021-09-03,2022-02-20
20160101000493,공전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630548552562.jpg,2021-09-03,2021-09-13
20160101000494,광개토대왕비전 - 필혼을 깨우다,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/08/cb5b50ca2c3c2053fa0be91a3619df49.jpg,2021-09-03,2021-10-30
20160101000495,부부전(흙 빚는 남자 & 그림 그리는 여자),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630548310538.jpg,2021-09-03,2021-09-13
20160101000496,손혜경 개인전 《물질과 물질》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631839060946.jpg,2021-09-03,2021-10-07
20160101000497,오늘의 우리를 소개합니다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1629333051444.jpg,2021-09-03,2021-09-05
20160101000498,2021 브리즈 아트페어,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/d617301b68824507d47ddc40faf91206.jpg,2021-09-02,2021-09-05
20160101000499,2021 전시공간 활성화 지원 사업 <여행갈까요>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630370462692.jpg,2021-09-02,2021-10-10
20160101000500,DDP 집의 대화: 조병수 X 최욱,https://ddp.or.kr/usr/upload/board_thumb/zboardphotogallery0/20211210043135944.jpg,2021-09-02,2021-09-02
20160101000501,다시 일상을 꿈꾸며,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38781&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-09-02,2021-11-07
20160101000502,[코리아나미술관] 기획전《프로필을 설정하세요》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630455365819.jpg,2021-09-02,2021-11-27
20160101000503,605.2 ; 희망은 어디에 넣어 두었다.,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1629938050207.jpg,2021-09-01,2021-09-15
20160101000504,INSTANT DETECTION,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40295&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,2021-09-01,2022-02-28
20160101000505,VIRTUAL FOR TANGIBLE,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1630548262489.jpg,2021-09-01,2021-09-06
