name,poster_link,start_period,end_period
메이크 잇 Make it,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192850_7a8e2d653a9c470c83281ec76ce2cea5_b0a07533da1b4f5a928e4272e8899a9c,20171024,20171024
레안드로 에를리치: 그림자를 드리우고,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20191217144707_b2520a9de1d54ad2987f74d12697391a_44e790c4756c4909901a63ee1090c081,20191217,20191217
2017 서울사진축제 《성찰의 공동체》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220108004415_2f537dcdbdd646c68e68b6c9226427a4_48bca454434f4f8a95242d0b75eecba1,20171031,20171031
《와당탕퉁탕》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20201216112408_5a859770ab2e4dcc98a86ad5b04b3c32_1150f3aaf5504dd788386bfac647cdf5,20201212,20201212
SeMA 소장품 하이라이트 《자연을 들이다: 풍경과 정물》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210328162822_e3ec36a25b00476cbcf4ad86f1300c9e_10ee2a278f964dd79af0b30e969a2540,20210330,20210330
북서울미술관 개관 5주년 기념전 <2018 타이틀 매치: 이형구 vs. 오민>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20180830095207_e57a0ed1f3234bfea07ee46eb4c1ba6f_2efc17af983a4df1be0f457c2bf27635,20180724,20180724
2018 서울 포커스 《행동을 위한 디자인》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20180712113140_8009573cb1f74dffb78329ce901f2871_f1ccc22250554fe18331128df8728310,20180515,20180515
2020 타이틀 매치: 함양아 vs. 서동진 《흔들리는 사람들에게》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210121163729_bbaad79cf1964714ac84244ef9a71b08_ebc5263d44cd4ccbb43d2e75019a1112,20201020,20201020
사회 속 미술 - 행복의 나라,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192845_7d5a3456300f4de9a9dc1cc433c040b7_f1cfa2bbbfa14861921f68c5a1e7d5d9,20160510,20160510
<브릴리언트 메모리즈: 동행>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192847_28e23825fcb342b98549c4035b8abdec_bbc9750bbbeb4a6383cc571a61b810ec,20160322,20160322
두 번째 풍경,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1517289937602.jpg,20180123,20180325
먼길 이야기,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20211015120843_61f6788ea2914b0ca63e9a1b342f7bdd_40b4522b963b48adbcbbca5f5ddb3fcb,20211005,20211005
율동 : 규칙과 운동감,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192850_9d2c42ac982b42218bc73807c6e882c5_307c5762b61141fb8534d10c2d915e94,20170502,20170502
서도호와 아이들: 아트랜드,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220711134427_c944bbfacb7c4dfb9ba994411f13679c_ae05febab72349428eaa56af86608720,20220726,20220726
"2019 서울사진축제 《오픈 유어 스토리지: 역사, 순환, 담론》",https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190930104835_426eb88038224213bc8d80a115b6028e_cce3ab91862646e18a6eba1fe6e8c0ec,20191001,20191001
2021 서울사진축제 《한국여성사진사Ⅰ: 1980년대 여성사진운동》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210726152747_a5739c0bcabf4754851f4ff11dd94b14_d4fb7af4e2dc418a8d2a4b06efc57e13,20210629,20210629
라운지 프로젝트,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220107183747_ace0db0164a54d2e8a7a3d7cfb957d22_ae4713563a57473da74a4c78c80234c4,20211221,20211221
2021 텔레피크닉 프로젝트 《당신의 휴일》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210824101029_4a148a5ff3224ed5ab8d7ebc595bde51_755f8b5ff35c42cb9564cd73b47a15ec,20210914,20210914
2018 서울사진축제 <멋진 신세계>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20181105131644_99a78aa5294541d28732ec6a738c1ad3_ca7a6ac378ea4e4bb3f2b594e3dbb2e8,20181101,20181101
2017 커뮤니티 아트 <안녕하세요>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192848_c4780b7cef7e47cca3d334bc388afc08_80c142a9cde74f1e80d4283cd4def8bd,20170404,20170404
유휴공간 프로젝트 《북스 북스 Buk's Books》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20201201111955_8441b0ff4a094012ab1e2be9e32a15f5_c97a9125fb3645dc8bc705d5fea44b0f,20200820,20200820
2016 서울포커스 <무엇과도 바꿀 수 없는 - No Longer Objects>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_6f44f37b98e24229a80b3691075e49e2_31c379c5c8e54b3cb37371a9ae54535a,20161220,20161220
도시·도시인 City and the People,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192847_b5caed2fc9104fa282fb6e355627406e_e93aca0242ce43daa47b29cb53a0530f,20170117,20170117
2020 서울사진축제 《보고싶어서》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200721173920_d56ef25f3a2f446180be710530f11f0f_65228187b1ba4d32b340443ba5cba957,20200714,20200714
사각 생각 삼각,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20191010144037_8defdf1c7aaa448296c76d2e55f523e4_94143f94ac484a6e8954a22de3a50fd0,20191008,20191008
동북부 미술대학 연계 발굴 프로젝트: 낯선 이웃들,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192846_4231a88cc7cd4506ac02d629175fba9e_7b8fb59c787d4fcab2c347da5a49dd6c,20160722,20160722
아시아 디바: 진심을 그대에게,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_21eb6aa82e3d404495abd108ac840e7f_2c673b615b0a4d07a394a325a64f1748,20170714,20170714
소프트 카오스: 공간 상상,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190405161233_c49895ae10d8400391734a643d9fb6a5_8070aacbbf514ace9eeb04bc34366b93,20190326,20190326
잭슨홍의 사물탐구놀이,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20180713094317_f079eff4edab4022bdd776049a88dafb_58c5b6ff6319479ab761bb5a429c5d0d,20180313,20180313
2019 타이틀매치: 김홍석vs.서현석 <미완의 폐허>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190628182941_6c6acd7e0f6d4c56b67d13da6cb1f46c_fb676e9cddcb4264adbb44202369c556,20190628,20190628
"2016 타이틀 매치 : 주재환 vs 김동규 (빛나는 폭력, 눈감는 별빛)",https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192846_99dc6c56a637415fa1b2cd1dadb9097b_3d2c342af8c0402ea087e244d63585ec,20160726,20160726
빨주노초파남보,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192847_40af782bbf0245569c92d101f2e73852_1fab0f21e96647479ec4168ee31a54e1,20160302,20160302
점·선·면 Point·Line·Plane,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_b29c75454e5d4aeb9bb9575044dbe4a3_f9f28bed955a427593d0d2fe01de329a,20161213,20161213
야외조각전시 - 북서울미술관,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220111020514_7d9f51470b0f470ababb9db2c9ccb2ad_66dc841ad1a3401c927528ba397868a5,20160101,20160101
"유휴공간 프로젝트 <인간, 사랑, 빛>",https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200507102144_46ce87ced6d047c2b596496df5324fbd_7db47532d2544266aa9f8bf6bd8b8b16,20191210,20191210
유휴공간 프로젝트 《당신의 정원》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20201123163532_757b50f2959a4845a3f95e2bb07ca5a2_70e7e1386c8d452ba304309ab659d11e,20201124,20201124
조각충동,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220525163836_235c2e604a784970b10a9476e77844be_83fe627d4ff5495bb6e02a5b49323dda,20220609,20220609
어린이전시 : 소프트 카오스(가제),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1552351640438.jpg,20190326,20190922
SF2021: 판타지 오디세이,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210527152113_65b7597adcd7475fac29f3be22630777_ba6b7ae89d7645778af0da65c6dcf9f5,20210323,20210323
SeMA 소장작품 기획전 <잃어버린 세계>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20180505180939_9cea2f8f54414ea5a58700bb2062fc59_48283d19dae341c687121005d8592e95,20180327,20180327
2016 서울사진축제 <서울 新아리랑>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192848_d946573bea11451c80ca3bc8f4494d7f_7eb5fa5e14004c9e880a0a2a96494576,20161101,20161101
《길은 너무나 길고 종이는 조그맣기 때문에》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210629132913_00da5a86172c446aa8c63afe5c09c924_0ce0796707aa4a1dbcff5b7fb412cd32,20210629,20210629
한네프켄재단+SeMA 미디어 소장전 《파도가 지나간 자리》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200925152127_039596925af645e180cd22be98f435a0_b82dd87b4ede4127927d69d2fe6c29ba,20200903,20200903
[오픈전] 우이신설 문화예술철도 <믿음이 필요한 풍경>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1605574256793.jpg,20201026,20210131
[기획전] 작가초청전 <기형도시>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1580430287995.jpg,20191223,20200229
"70mK  ‘Image of Korea, Image of Seoul’",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=32200&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,20190901,20200330
서울시청 신청사 SeMA 컬렉션 라운지 2호,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200330101655_b71a72177c4d4a07850ae1fbc4e90a42_4866649eee164a2d82053374f8d15258,20200325,20200325
참여형 예술교육 전시 <나에게 마법같은 순간은?>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1514268642449.jpg,20180103,20180108
제11회 건설근로자 사진영상 공모전 수상작 - 온라인 전시회(유튜브),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1599524802814.jpg,20200831,20201231
"사라진 풍경, 가리왕산",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1524101921762.jpg,20180328,20180815
책으로 보는 3.1운동 : 그 시간의 기억과 흔적을 읽다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1551745282663.jpg,20190228,20190331
<생각의 편집(sequence of thinking)>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1553473460986.jpg,20190325,20190815
멍멍도시탐사대,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1546217208205.jpg,20181102,20190131
605.2 ; 희망은 어디에 넣어 두었다.,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1629938050207.jpg,20210901,20210915
기당미술관 기획초대전 <에꼴 드 제주 - 세 개의 서정>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1570673060398.jpg,20190920,20191114
나는 자연인이다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1624926658340.jpg,20210625,20210629
서귀포예술의전당 기획 전시『김미령展 살어리 살어리랏다』,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1493015517738.jpg,20170429,20170508
꽃; 찰나의 아름다움,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1517878055504.jpg,20180119,20180227
고경희展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1480040172735.jpg,20161119,20161130
단원 김홍도 콘텐츠展 『제주에서 단원 김홍도를 만나다 』,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1564722528267.jpg,20190709,20190825
기당미술관 소장품전 <연필과 지우개: 상처를 배웅하며>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1514938129955.jpg,20171116,20180116
서귀를 품다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1478828839782.jpg,20161105,20161117
"경기도자미술관(구 이천세계도자센터) - 강무창 도예전 불의 그림, 불의 꽃(火畵, 火花)",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1616029508323.jpg,20210219,20210328
전시 <접점>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1472197833710.jpg,20160922,20161110
이천시립월전미술관 2018 띠그림전 《개[犬]》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1519172901280.jpg,20180221,20180415
월전우화: 월전 장우성의 영모화,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1653005131182.png,20220407,20220703
"영원한 여행자, 甕옹",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1604537538017.jpg,20200920,20210630
네가 선택한 모든 것들은 의미가 있어: 신구운몽,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1625557017690.jpg,20210707,20210926
신금강산도新金剛山圖,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1537230502176.jpg,20180913,20181118
아취雅趣와 기운氣韻,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1484612500335.jpg,20161201,20170205
송하보월松下步月,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1606117332585.jpg,20201126,20210131
그림 문자로 말하다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1484526743246.jpg,20161201,20170129
한국도량형박물관 상설전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1604449649002.jpg,20201022,20201231
2022 울산국제아트페어,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1655860816966.jpg,20220630,20220703
2021 울산국제아트페어,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1631753731370.jpg,20211210,20211212
혼재된 경계,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1541727183291.jpg,20181101,20181130
성북선잠박물관 기획특별전 <규방에서 피어난 우리 자수>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1546216906065.jpg,20181025,20190210
송영수 50주기 특별전 <상념의 공간: 조각가의 스케치북>,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=34115&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,20200521,20200809
NeoForum 2018 《The BLUE : 청람》 展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1540777159878.jpg,20181011,20181125
[2017 시민큐레이터 기획전시] 《제3지대의 하이드》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220107132413_9626b8eb1a1847b68cec2a63c7c1f1d8_1d6a02a517444134ab0837b61375f120,20171116,20171116
반 고흐 & 폴 고갱 라이브전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1531456306749.jpg,20180630,20180930
마르첼로 바렌기 展,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37956&fileTy=POSTTHUMB&fileNo=4&thumbTy=M,20210424,20210822
"<新표류기: 액체화된 세계, 유동하는 개인>",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1578444408177.jpg,20200109,20200117
피규어뮤지엄W 상설전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1604282490576.jpg,20201022,20201231
윤기원 개인전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1472456249183.jpg,20160901,20161002
Solid vs. Fragile 윤지원 | 조이경,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1467592059708.jpg,20160701,20160730
서울연구원 SeMA 컬렉션 라운지 1호,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220610161631_7ab523c917104577b84a622e65e0074e_8bf169b1980040bda58214ba5d7f3970,20160101,20160101
서울시 인재개발원 SeMA 컬렉션 라운지 3호,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200909150631_384cd2792d9f4e7fb41b4a9b408372ca_93da245ee0b34868bdba409a5fdc8314,20160101,20160101
달달한 행궁로망스,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1535076232792.gif,20180519,20181020
"[광주] 피카소, 그리고 그의 열정",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1483922303853.jpg,20161217,20170218
제12회 국제 그린카 전시회 (The 12th Green Car Korea),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1555379512416.jpg,20190620,20190622
2018 광주 ACE Fair,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1536626604384.jpg,20180913,20180916
역사풍경 : 서소문동37번지,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_035bb85e3f114dc98117f544930a1e68_d1c987ebf7d44f01bc82a8eb34d2166a,20170903,20170903
제11회 서울미디어시티비엔날레 <하루하루 탈출한다>,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39103&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,20210908,20211121
"서울시립 남서울미술관이 3·1절을 기념하는 방법, 《모두를 위한 세계》",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1551746253887.jpg,20190301,20190526
가나아트 컬렉션 앤솔러지,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192845_886884c25f7a4832bd84c2c9e71785b4_1ab908f63a3c437f90cb4cdfa9eb2875,20160503,20160503
2017 사진아카데미전시,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220106173414_131b2316027341a193a7cee89d386d5a_e1fa706c6f894ef4a03d9ca9af0ff7e8,20180101,20180101
그리드 아일랜드,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220712134645_de72eeae357041d6a291b10a58ac3c57_7a1055f0d8e14a4b9973c5f9abedb901,20220526,20220526
SeMA Green <날개.파티>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_2a008dcb3aed4bd4881d9971fe8c9021_1170d209bdd54623b0700fe6c784cbe0,20170314,20170314
안은미래 known future,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190903132149_d19629a8df3143e89e99d951e1d9bfdb_2785c6d1c147486895df290d5209e6cf,20190626,20190626
남서울생활미술관 건축아카이브 상설전 <미술관이 된 구벨기에영사관>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1487550242549.jpg,20170207,20181231
제11회 일우사진상 수상작가전 안종현: 당신으로부터 나의 거리,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=34769&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,20200806,20201020
미래 과거를 위한 일,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190125145932_b4efdffa4e004580bba5797c23f7de46_b1716ee1278c420b9bc0a8949a40e68c,20171212,20171212
가나아트 컬렉션 상설전 <시대유감 時代遺憾>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20181019134417_08aefd6fa8f944968b9d9189bddea8b9_03d0643bc4b745a1b387d2f202b0e2e3,20180424,20180424
고향,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20191204164415_fcbfaa6c72914223b4be7b1d1ea16758_16d3981427174c87a5559cff5bc3d0a4,20191127,20191127
"영원한 나르시시스트, 천경자",https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220302144037_360f0157c6b5484d9001d77899e00a61_49e8ba779574483abad5c781f219221e,20160101,20160101
씨실과 날실로,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20180505161620_e3edaa7ac49a491c849f07e6af947cc2_0e0739a927224e6a8a12d91242d4137f,20180417,20180417
《모두의 소장품》,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200504094636_b12cad220c734403b1d3dcf16e309e80_0738805a8ff04fe19c8b92b045f67c51,20200416,20200416
서울미디어시티비엔날레 2018 <좋은 삶>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20180907095102_9c25c710aedd4239ba46dd424755de81_250692e5b13f4d6185a5f83661364eb9,20180906,20180906
가나아트 컬렉션 기획상설전: 허스토리 리뷰,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220302141735_98d5177c34dd4edf968ed14d0e99217f_9722dc7c75504759a14fd4e0aff7cc57,20160101,20160101
이스트빌리지 뉴욕: 취약하고 극단적인,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190104125348_047bfaf06de44b2d9ab02c94043d5ad2_13c423e135374c5c8c2650f928a46edc,20181213,20181213
컬렉션_오픈 해킹 채굴,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2021%2F&FILE_NM=20210408133911_58d77e216e2e4f01a4b9f839c5f626b5_35fd66975e254df88bd8c17b13807bca,20210126,20210126
[SeMA-프로젝트 S] 2019 같이 있고 싶다고,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2020%2F&FILE_NM=20200203175118_4e4a3e8ec8cd4552ae2e1074bb2f9b94_b95a10d5650d44fba0a7a5611b2c958d,20200101,20200101
씨실로 날실로,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1524447415129.jpg,20180417,20180603
에이징 월드 - Will you still love me tomorrow?,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190312095140_05c57b4957ee46418690ea243f787afe_029325899bf8419fb57b9d25d6d8bfa6,20190827,20190827
"2017 대외협력전시 <상상도시, 강남>",https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_aa54dd32bf99403c836c13ef6104387b_5b329458292540f2bf3b6751dd58108d,20171020,20171020
야외조각전시 - 서소문본관,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220111020422_26f91fd73c0a4f18b176d27eb3011891_e18fa7422611410b87e04123fb592793,20160101,20160101
SeMA Gold <X: 1990년대 한국미술>,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192849_a24d9586e52940108ca0db006a57d940_0ca3a209706244be8d6143650d8ac632,20161213,20161213
한묵: 또 하나의 시(詩)질서를 위하여,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2018%2F&FILE_NM=20181213091418_f647d13107dd4bac818c038bda25a414_a46ef63ec36948c1aa8ef4bff9e60794,20181211,20181211
춤추는 낱말,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fex%2FEXI01%2F2022%2F&FILE_NM=20220713095805_d9736bdb638740e9bcec0eeb340924f5_dbe8a343a8134d38873be072423978ac,20220901,20220901
<스탠리 큐브릭>展 전시연계프로그램:큐브릭 큐브,https://sema.seoul.go.kr/common/imageView?thumbYn=Y&FILE_PATH=%2Fdata%2Fdisplay%2F&FILE_NM=20190114192846_025642d783fa45ab9caecfba976468e4_7b53a5f548bd43ca8ff346e7b7dd0f33,20160119,20160119
X: 1990년대 한국미술,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1484022363586.jpg,20161213,20170219
